Abbreviation,TeamName,GridPosition,Position,ClassifiedPosition,Status,Points,Year,Race,Round,DNFType
LEC,Ferrari,1.0,1.0,1,Finished,26.0,2022,Bahrain Grand Prix,1,Finished
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2022,Bahrain Grand Prix,1,Finished
HAM,Mercedes,5.0,3.0,3,Finished,15.0,2022,Bahrain Grand Prix,1,Finished
RUS,Mercedes,9.0,4.0,4,Finished,12.0,2022,Bahrain Grand Prix,1,Finished
MAG,Haas F1 Team,7.0,5.0,5,Finished,10.0,2022,Bahrain Grand Prix,1,Finished
BOT,Alfa Romeo,6.0,6.0,6,Finished,8.0,2022,Bahrain Grand Prix,1,Finished
OCO,Alpine,11.0,7.0,7,Finished,6.0,2022,Bahrain Grand Prix,1,Finished
TSU,AlphaTauri,16.0,8.0,8,Finished,4.0,2022,Bahrain Grand Prix,1,Finished
ALO,Alpine,8.0,9.0,9,Finished,2.0,2022,Bahrain Grand Prix,1,Finished
ZHO,Alfa Romeo,15.0,10.0,10,Finished,1.0,2022,Bahrain Grand Prix,1,Finished
MSC,Haas F1 Team,12.0,11.0,11,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
STR,Aston Martin,19.0,12.0,12,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
ALB,Williams,14.0,13.0,13,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
RIC,McLaren,18.0,14.0,14,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
NOR,McLaren,13.0,15.0,15,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
LAT,Williams,20.0,16.0,16,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
HUL,Aston Martin,17.0,17.0,17,Finished,0.0,2022,Bahrain Grand Prix,1,Finished
PER,Red Bull Racing,4.0,18.0,18,Fuel pressure,0.0,2022,Bahrain Grand Prix,1,CarDNF
VER,Red Bull Racing,2.0,19.0,19,Fuel pressure,0.0,2022,Bahrain Grand Prix,1,CarDNF
GAS,AlphaTauri,10.0,20.0,R,Power Unit,0.0,2022,Bahrain Grand Prix,1,CarDNF
VER,Red Bull Racing,4.0,1.0,1,Finished,25.0,2022,Saudi Arabian Grand Prix,2,Finished
LEC,Ferrari,2.0,2.0,2,Finished,19.0,2022,Saudi Arabian Grand Prix,2,Finished
SAI,Ferrari,3.0,3.0,3,Finished,15.0,2022,Saudi Arabian Grand Prix,2,Finished
PER,Red Bull Racing,1.0,4.0,4,Finished,12.0,2022,Saudi Arabian Grand Prix,2,Finished
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2022,Saudi Arabian Grand Prix,2,Finished
OCO,Alpine,5.0,6.0,6,Finished,8.0,2022,Saudi Arabian Grand Prix,2,Finished
NOR,McLaren,11.0,7.0,7,Finished,6.0,2022,Saudi Arabian Grand Prix,2,Finished
GAS,AlphaTauri,9.0,8.0,8,Finished,4.0,2022,Saudi Arabian Grand Prix,2,Finished
MAG,Haas F1 Team,10.0,9.0,9,Finished,2.0,2022,Saudi Arabian Grand Prix,2,Finished
HAM,Mercedes,15.0,10.0,10,Finished,1.0,2022,Saudi Arabian Grand Prix,2,Finished
ZHO,Alfa Romeo,12.0,11.0,11,Finished,0.0,2022,Saudi Arabian Grand Prix,2,Finished
HUL,Aston Martin,17.0,12.0,12,Finished,0.0,2022,Saudi Arabian Grand Prix,2,Finished
STR,Aston Martin,13.0,13.0,13,+1 Lap,0.0,2022,Saudi Arabian Grand Prix,2,Finished
ALB,Williams,16.0,14.0,14,Collision damage,0.0,2022,Saudi Arabian Grand Prix,2,DriverDNF
BOT,Alfa Romeo,8.0,15.0,R,Cooling system,0.0,2022,Saudi Arabian Grand Prix,2,CarDNF
ALO,Alpine,7.0,16.0,R,Water pump,0.0,2022,Saudi Arabian Grand Prix,2,CarDNF
RIC,McLaren,14.0,17.0,R,Gearbox,0.0,2022,Saudi Arabian Grand Prix,2,CarDNF
LAT,Williams,18.0,18.0,R,Accident,0.0,2022,Saudi Arabian Grand Prix,2,DriverDNF
TSU,AlphaTauri,19.0,19.0,R,Power Unit,0.0,2022,Saudi Arabian Grand Prix,2,CarDNF
MSC,Haas F1 Team,,,W,Withdrew,0.0,2022,Saudi Arabian Grand Prix,2,DriverDNF
LEC,Ferrari,1.0,1.0,1,Finished,26.0,2022,Australian Grand Prix,3,Finished
PER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2022,Australian Grand Prix,3,Finished
RUS,Mercedes,6.0,3.0,3,Finished,15.0,2022,Australian Grand Prix,3,Finished
HAM,Mercedes,5.0,4.0,4,Finished,12.0,2022,Australian Grand Prix,3,Finished
NOR,McLaren,4.0,5.0,5,Finished,10.0,2022,Australian Grand Prix,3,Finished
RIC,McLaren,7.0,6.0,6,Finished,8.0,2022,Australian Grand Prix,3,Finished
OCO,Alpine,8.0,7.0,7,Finished,6.0,2022,Australian Grand Prix,3,Finished
BOT,Alfa Romeo,12.0,8.0,8,Finished,4.0,2022,Australian Grand Prix,3,Finished
GAS,AlphaTauri,11.0,9.0,9,Finished,2.0,2022,Australian Grand Prix,3,Finished
ALB,Williams,20.0,10.0,10,Finished,1.0,2022,Australian Grand Prix,3,Finished
ZHO,Alfa Romeo,14.0,11.0,11,Finished,0.0,2022,Australian Grand Prix,3,Finished
STR,Aston Martin,19.0,12.0,12,Finished,0.0,2022,Australian Grand Prix,3,Finished
MSC,Haas F1 Team,15.0,13.0,13,+1 Lap,0.0,2022,Australian Grand Prix,3,Finished
MAG,Haas F1 Team,16.0,14.0,14,+1 Lap,0.0,2022,Australian Grand Prix,3,Finished
TSU,AlphaTauri,13.0,15.0,15,+1 Lap,0.0,2022,Australian Grand Prix,3,Finished
LAT,Williams,18.0,16.0,16,+1 Lap,0.0,2022,Australian Grand Prix,3,Finished
ALO,Alpine,10.0,17.0,17,+1 Lap,0.0,2022,Australian Grand Prix,3,Finished
VER,Red Bull Racing,2.0,18.0,R,Fuel leak,0.0,2022,Australian Grand Prix,3,CarDNF
VET,Aston Martin,17.0,19.0,R,Accident,0.0,2022,Australian Grand Prix,3,DriverDNF
SAI,Ferrari,9.0,20.0,R,Spun off,0.0,2022,Australian Grand Prix,3,DriverDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2022,Emilia Romagna Grand Prix,4,Finished
PER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2022,Emilia Romagna Grand Prix,4,Finished
NOR,McLaren,5.0,3.0,3,Finished,15.0,2022,Emilia Romagna Grand Prix,4,Finished
RUS,Mercedes,11.0,4.0,4,Finished,12.0,2022,Emilia Romagna Grand Prix,4,Finished
BOT,Alfa Romeo,7.0,5.0,5,Finished,10.0,2022,Emilia Romagna Grand Prix,4,Finished
LEC,Ferrari,2.0,6.0,6,Finished,8.0,2022,Emilia Romagna Grand Prix,4,Finished
TSU,AlphaTauri,12.0,7.0,7,Finished,6.0,2022,Emilia Romagna Grand Prix,4,Finished
VET,Aston Martin,13.0,8.0,8,Finished,4.0,2022,Emilia Romagna Grand Prix,4,Finished
MAG,Haas F1 Team,8.0,9.0,9,Finished,2.0,2022,Emilia Romagna Grand Prix,4,Finished
STR,Aston Martin,15.0,10.0,10,+1 Lap,1.0,2022,Emilia Romagna Grand Prix,4,Finished
ALB,Williams,18.0,11.0,11,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
GAS,AlphaTauri,17.0,12.0,12,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
HAM,Mercedes,14.0,13.0,13,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
OCO,Alpine,16.0,14.0,14,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
ZHO,Alfa Romeo,0.0,15.0,15,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
LAT,Williams,19.0,16.0,16,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
MSC,Haas F1 Team,10.0,17.0,17,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
RIC,McLaren,6.0,18.0,18,+1 Lap,0.0,2022,Emilia Romagna Grand Prix,4,Finished
ALO,Alpine,9.0,19.0,R,Collision damage,0.0,2022,Emilia Romagna Grand Prix,4,DriverDNF
SAI,Ferrari,4.0,20.0,R,Collision,0.0,2022,Emilia Romagna Grand Prix,4,DriverDNF
VER,Red Bull Racing,3.0,1.0,1,Finished,26.0,2022,Miami Grand Prix,5,Finished
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2022,Miami Grand Prix,5,Finished
SAI,Ferrari,2.0,3.0,3,Finished,15.0,2022,Miami Grand Prix,5,Finished
PER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2022,Miami Grand Prix,5,Finished
RUS,Mercedes,12.0,5.0,5,Finished,10.0,2022,Miami Grand Prix,5,Finished
HAM,Mercedes,6.0,6.0,6,Finished,8.0,2022,Miami Grand Prix,5,Finished
BOT,Alfa Romeo,5.0,7.0,7,Finished,6.0,2022,Miami Grand Prix,5,Finished
OCO,Alpine,20.0,8.0,8,Finished,4.0,2022,Miami Grand Prix,5,Finished
ALB,Williams,18.0,9.0,9,Finished,2.0,2022,Miami Grand Prix,5,Finished
STR,Aston Martin,0.0,10.0,10,Finished,1.0,2022,Miami Grand Prix,5,Finished
ALO,Alpine,11.0,11.0,11,Finished,0.0,2022,Miami Grand Prix,5,Finished
TSU,AlphaTauri,9.0,12.0,12,Finished,0.0,2022,Miami Grand Prix,5,Finished
RIC,McLaren,14.0,13.0,13,Finished,0.0,2022,Miami Grand Prix,5,Finished
LAT,Williams,19.0,14.0,14,Finished,0.0,2022,Miami Grand Prix,5,Finished
MSC,Haas F1 Team,15.0,15.0,15,Finished,0.0,2022,Miami Grand Prix,5,Finished
MAG,Haas F1 Team,16.0,16.0,16,Front wing,0.0,2022,Miami Grand Prix,5,CarDNF
VET,Aston Martin,0.0,17.0,17,Collision,0.0,2022,Miami Grand Prix,5,DriverDNF
GAS,AlphaTauri,7.0,18.0,R,Suspension,0.0,2022,Miami Grand Prix,5,CarDNF
NOR,McLaren,8.0,19.0,R,Collision,0.0,2022,Miami Grand Prix,5,DriverDNF
ZHO,Alfa Romeo,17.0,20.0,R,Water leak,0.0,2022,Miami Grand Prix,5,CarDNF
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2022,Spanish Grand Prix,6,Finished
PER,Red Bull Racing,5.0,2.0,2,Finished,19.0,2022,Spanish Grand Prix,6,Finished
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2022,Spanish Grand Prix,6,Finished
SAI,Ferrari,3.0,4.0,4,Finished,12.0,2022,Spanish Grand Prix,6,Finished
HAM,Mercedes,6.0,5.0,5,Finished,10.0,2022,Spanish Grand Prix,6,Finished
BOT,Alfa Romeo,7.0,6.0,6,Finished,8.0,2022,Spanish Grand Prix,6,Finished
OCO,Alpine,12.0,7.0,7,Finished,6.0,2022,Spanish Grand Prix,6,Finished
NOR,McLaren,11.0,8.0,8,Finished,4.0,2022,Spanish Grand Prix,6,Finished
ALO,Alpine,20.0,9.0,9,+1 Lap,2.0,2022,Spanish Grand Prix,6,Finished
TSU,AlphaTauri,13.0,10.0,10,+1 Lap,1.0,2022,Spanish Grand Prix,6,Finished
VET,Aston Martin,16.0,11.0,11,+1 Lap,0.0,2022,Spanish Grand Prix,6,Finished
RIC,McLaren,9.0,12.0,12,+1 Lap,0.0,2022,Spanish Grand Prix,6,Finished
GAS,AlphaTauri,14.0,13.0,13,+1 Lap,0.0,2022,Spanish Grand Prix,6,Finished
MSC,Haas F1 Team,10.0,14.0,14,+1 Lap,0.0,2022,Spanish Grand Prix,6,Finished
STR,Aston Martin,17.0,15.0,15,+1 Lap,0.0,2022,Spanish Grand Prix,6,Finished
LAT,Williams,19.0,16.0,16,+2 Laps,0.0,2022,Spanish Grand Prix,6,Finished
MAG,Haas F1 Team,8.0,17.0,17,+2 Laps,0.0,2022,Spanish Grand Prix,6,Finished
ALB,Williams,18.0,18.0,18,+2 Laps,0.0,2022,Spanish Grand Prix,6,Finished
ZHO,Alfa Romeo,15.0,19.0,R,Power loss,0.0,2022,Spanish Grand Prix,6,CarDNF
LEC,Ferrari,1.0,20.0,R,Turbo,0.0,2022,Spanish Grand Prix,6,CarDNF
PER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2022,Monaco Grand Prix,7,Finished
SAI,Ferrari,2.0,2.0,2,Finished,18.0,2022,Monaco Grand Prix,7,Finished
VER,Red Bull Racing,4.0,3.0,3,Finished,15.0,2022,Monaco Grand Prix,7,Finished
LEC,Ferrari,1.0,4.0,4,Finished,12.0,2022,Monaco Grand Prix,7,Finished
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2022,Monaco Grand Prix,7,Finished
NOR,McLaren,5.0,6.0,6,Finished,9.0,2022,Monaco Grand Prix,7,Finished
ALO,Alpine,7.0,7.0,7,Finished,6.0,2022,Monaco Grand Prix,7,Finished
HAM,Mercedes,8.0,8.0,8,Finished,4.0,2022,Monaco Grand Prix,7,Finished
BOT,Alfa Romeo,12.0,9.0,9,Finished,2.0,2022,Monaco Grand Prix,7,Finished
VET,Aston Martin,9.0,10.0,10,Finished,1.0,2022,Monaco Grand Prix,7,Finished
GAS,AlphaTauri,17.0,11.0,11,Finished,0.0,2022,Monaco Grand Prix,7,Finished
OCO,Alpine,10.0,12.0,12,Finished,0.0,2022,Monaco Grand Prix,7,Finished
RIC,McLaren,14.0,13.0,13,Finished,0.0,2022,Monaco Grand Prix,7,Finished
STR,Aston Martin,18.0,14.0,14,Finished,0.0,2022,Monaco Grand Prix,7,Finished
LAT,Williams,19.0,15.0,15,+1 Lap,0.0,2022,Monaco Grand Prix,7,Finished
ZHO,Alfa Romeo,20.0,16.0,16,+1 Lap,0.0,2022,Monaco Grand Prix,7,Finished
TSU,AlphaTauri,11.0,17.0,17,+1 Lap,0.0,2022,Monaco Grand Prix,7,Finished
ALB,Williams,16.0,18.0,R,Mechanical,0.0,2022,Monaco Grand Prix,7,CarDNF
MSC,Haas F1 Team,15.0,19.0,R,Accident,0.0,2022,Monaco Grand Prix,7,DriverDNF
MAG,Haas F1 Team,13.0,20.0,R,Water pressure,0.0,2022,Monaco Grand Prix,7,CarDNF
VER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2022,Azerbaijan Grand Prix,8,Finished
PER,Red Bull Racing,2.0,2.0,2,Finished,19.0,2022,Azerbaijan Grand Prix,8,Finished
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2022,Azerbaijan Grand Prix,8,Finished
HAM,Mercedes,7.0,4.0,4,Finished,12.0,2022,Azerbaijan Grand Prix,8,Finished
GAS,AlphaTauri,6.0,5.0,5,Finished,10.0,2022,Azerbaijan Grand Prix,8,Finished
VET,Aston Martin,9.0,6.0,6,Finished,8.0,2022,Azerbaijan Grand Prix,8,Finished
ALO,Alpine,10.0,7.0,7,Finished,6.0,2022,Azerbaijan Grand Prix,8,Finished
RIC,McLaren,12.0,8.0,8,Finished,4.0,2022,Azerbaijan Grand Prix,8,Finished
NOR,McLaren,11.0,9.0,9,Finished,2.0,2022,Azerbaijan Grand Prix,8,Finished
OCO,Alpine,13.0,10.0,10,Finished,1.0,2022,Azerbaijan Grand Prix,8,Finished
BOT,Alfa Romeo,15.0,11.0,11,+1 Lap,0.0,2022,Azerbaijan Grand Prix,8,Finished
ALB,Williams,17.0,12.0,12,+1 Lap,0.0,2022,Azerbaijan Grand Prix,8,Finished
TSU,AlphaTauri,8.0,13.0,13,+1 Lap,0.0,2022,Azerbaijan Grand Prix,8,Finished
MSC,Haas F1 Team,20.0,14.0,14,+1 Lap,0.0,2022,Azerbaijan Grand Prix,8,Finished
LAT,Williams,18.0,15.0,15,+1 Lap,0.0,2022,Azerbaijan Grand Prix,8,Finished
STR,Aston Martin,19.0,16.0,16,Vibrations,0.0,2022,Azerbaijan Grand Prix,8,CarDNF
MAG,Haas F1 Team,16.0,17.0,R,Power Unit,0.0,2022,Azerbaijan Grand Prix,8,CarDNF
ZHO,Alfa Romeo,14.0,18.0,R,Hydraulics,0.0,2022,Azerbaijan Grand Prix,8,CarDNF
LEC,Ferrari,1.0,19.0,R,Power Unit,0.0,2022,Azerbaijan Grand Prix,8,CarDNF
SAI,Ferrari,4.0,20.0,R,Hydraulics,0.0,2022,Azerbaijan Grand Prix,8,CarDNF
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2022,Canadian Grand Prix,9,Finished
SAI,Ferrari,3.0,2.0,2,Finished,19.0,2022,Canadian Grand Prix,9,Finished
HAM,Mercedes,4.0,3.0,3,Finished,15.0,2022,Canadian Grand Prix,9,Finished
RUS,Mercedes,8.0,4.0,4,Finished,12.0,2022,Canadian Grand Prix,9,Finished
LEC,Ferrari,19.0,5.0,5,Finished,10.0,2022,Canadian Grand Prix,9,Finished
OCO,Alpine,7.0,6.0,6,Finished,8.0,2022,Canadian Grand Prix,9,Finished
BOT,Alfa Romeo,11.0,7.0,7,Finished,6.0,2022,Canadian Grand Prix,9,Finished
ZHO,Alfa Romeo,10.0,8.0,8,Finished,4.0,2022,Canadian Grand Prix,9,Finished
ALO,Alpine,2.0,9.0,9,Finished,2.0,2022,Canadian Grand Prix,9,Finished
STR,Aston Martin,17.0,10.0,10,Finished,1.0,2022,Canadian Grand Prix,9,Finished
RIC,McLaren,9.0,11.0,11,Finished,0.0,2022,Canadian Grand Prix,9,Finished
VET,Aston Martin,16.0,12.0,12,Finished,0.0,2022,Canadian Grand Prix,9,Finished
ALB,Williams,12.0,13.0,13,Finished,0.0,2022,Canadian Grand Prix,9,Finished
GAS,AlphaTauri,15.0,14.0,14,Finished,0.0,2022,Canadian Grand Prix,9,Finished
NOR,McLaren,14.0,15.0,15,Finished,0.0,2022,Canadian Grand Prix,9,Finished
LAT,Williams,18.0,16.0,16,Finished,0.0,2022,Canadian Grand Prix,9,Finished
MAG,Haas F1 Team,5.0,17.0,17,Finished,0.0,2022,Canadian Grand Prix,9,Finished
TSU,AlphaTauri,20.0,18.0,R,Accident,0.0,2022,Canadian Grand Prix,9,DriverDNF
MSC,Haas F1 Team,6.0,19.0,R,Engine,0.0,2022,Canadian Grand Prix,9,CarDNF
PER,Red Bull Racing,13.0,20.0,R,Gearbox,0.0,2022,Canadian Grand Prix,9,CarDNF
SAI,Ferrari,1.0,1.0,1,Finished,25.0,2022,British Grand Prix,10,Finished
PER,Red Bull Racing,4.0,2.0,2,Finished,18.0,2022,British Grand Prix,10,Finished
HAM,Mercedes,5.0,3.0,3,Finished,16.0,2022,British Grand Prix,10,Finished
LEC,Ferrari,3.0,4.0,4,Finished,12.0,2022,British Grand Prix,10,Finished
ALO,Alpine,7.0,5.0,5,Finished,10.0,2022,British Grand Prix,10,Finished
NOR,McLaren,6.0,6.0,6,Finished,8.0,2022,British Grand Prix,10,Finished
VER,Red Bull Racing,2.0,7.0,7,Finished,6.0,2022,British Grand Prix,10,Finished
MSC,Haas F1 Team,19.0,8.0,8,Finished,4.0,2022,British Grand Prix,10,Finished
VET,Aston Martin,18.0,9.0,9,Finished,2.0,2022,British Grand Prix,10,Finished
MAG,Haas F1 Team,17.0,10.0,10,Finished,1.0,2022,British Grand Prix,10,Finished
STR,Aston Martin,20.0,11.0,11,Finished,0.0,2022,British Grand Prix,10,Finished
LAT,Williams,10.0,12.0,12,Finished,0.0,2022,British Grand Prix,10,Finished
RIC,McLaren,14.0,13.0,13,Finished,0.0,2022,British Grand Prix,10,Finished
TSU,AlphaTauri,13.0,14.0,14,Finished,0.0,2022,British Grand Prix,10,Finished
OCO,Alpine,15.0,15.0,R,Fuel pump,0.0,2022,British Grand Prix,10,CarDNF
GAS,AlphaTauri,11.0,16.0,R,Collision damage,0.0,2022,British Grand Prix,10,DriverDNF
BOT,Alfa Romeo,12.0,17.0,R,Gearbox,0.0,2022,British Grand Prix,10,CarDNF
RUS,Mercedes,8.0,18.0,R,Collision,0.0,2022,British Grand Prix,10,DriverDNF
ZHO,Alfa Romeo,9.0,19.0,R,Collision,0.0,2022,British Grand Prix,10,DriverDNF
ALB,Williams,16.0,20.0,R,Collision,0.0,2022,British Grand Prix,10,DriverDNF
LEC,Ferrari,2.0,1.0,1,Finished,25.0,2022,Austrian Grand Prix,11,Finished
VER,Red Bull Racing,1.0,2.0,2,Finished,19.0,2022,Austrian Grand Prix,11,Finished
HAM,Mercedes,8.0,3.0,3,Finished,15.0,2022,Austrian Grand Prix,11,Finished
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2022,Austrian Grand Prix,11,Finished
OCO,Alpine,6.0,5.0,5,Finished,10.0,2022,Austrian Grand Prix,11,Finished
MSC,Haas F1 Team,9.0,6.0,6,+1 Lap,8.0,2022,Austrian Grand Prix,11,Finished
NOR,McLaren,10.0,7.0,7,+1 Lap,6.0,2022,Austrian Grand Prix,11,Finished
MAG,Haas F1 Team,7.0,8.0,8,+1 Lap,4.0,2022,Austrian Grand Prix,11,Finished
RIC,McLaren,11.0,9.0,9,+1 Lap,2.0,2022,Austrian Grand Prix,11,Finished
ALO,Alpine,19.0,10.0,10,+1 Lap,1.0,2022,Austrian Grand Prix,11,Finished
BOT,Alfa Romeo,0.0,11.0,11,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
ALB,Williams,15.0,12.0,12,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
STR,Aston Martin,12.0,13.0,13,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
ZHO,Alfa Romeo,13.0,14.0,14,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
GAS,AlphaTauri,14.0,15.0,15,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
TSU,AlphaTauri,16.0,16.0,16,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
VET,Aston Martin,18.0,17.0,17,+1 Lap,0.0,2022,Austrian Grand Prix,11,Finished
SAI,Ferrari,3.0,18.0,R,Power Unit,0.0,2022,Austrian Grand Prix,11,CarDNF
LAT,Williams,17.0,19.0,R,Undertray,0.0,2022,Austrian Grand Prix,11,CarDNF
PER,Red Bull Racing,5.0,20.0,R,Collision damage,0.0,2022,Austrian Grand Prix,11,DriverDNF
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2022,French Grand Prix,12,Finished
HAM,Mercedes,4.0,2.0,2,Finished,18.0,2022,French Grand Prix,12,Finished
RUS,Mercedes,6.0,3.0,3,Finished,15.0,2022,French Grand Prix,12,Finished
PER,Red Bull Racing,3.0,4.0,4,Finished,12.0,2022,French Grand Prix,12,Finished
SAI,Ferrari,19.0,5.0,5,Finished,11.0,2022,French Grand Prix,12,Finished
ALO,Alpine,7.0,6.0,6,Finished,8.0,2022,French Grand Prix,12,Finished
NOR,McLaren,5.0,7.0,7,Finished,6.0,2022,French Grand Prix,12,Finished
OCO,Alpine,10.0,8.0,8,Finished,4.0,2022,French Grand Prix,12,Finished
RIC,McLaren,9.0,9.0,9,Finished,2.0,2022,French Grand Prix,12,Finished
STR,Aston Martin,15.0,10.0,10,Finished,1.0,2022,French Grand Prix,12,Finished
VET,Aston Martin,12.0,11.0,11,Finished,0.0,2022,French Grand Prix,12,Finished
GAS,AlphaTauri,14.0,12.0,12,Finished,0.0,2022,French Grand Prix,12,Finished
ALB,Williams,13.0,13.0,13,Finished,0.0,2022,French Grand Prix,12,Finished
BOT,Alfa Romeo,11.0,14.0,14,Finished,0.0,2022,French Grand Prix,12,Finished
MSC,Haas F1 Team,17.0,15.0,15,Finished,0.0,2022,French Grand Prix,12,Finished
ZHO,Alfa Romeo,16.0,16.0,16,+6 Laps,0.0,2022,French Grand Prix,12,Finished
LAT,Williams,18.0,17.0,R,Collision damage,0.0,2022,French Grand Prix,12,DriverDNF
MAG,Haas F1 Team,20.0,18.0,R,Collision damage,0.0,2022,French Grand Prix,12,DriverDNF
LEC,Ferrari,1.0,19.0,R,Accident,0.0,2022,French Grand Prix,12,DriverDNF
TSU,AlphaTauri,8.0,20.0,R,Undertray,0.0,2022,French Grand Prix,12,CarDNF
VER,Red Bull Racing,10.0,1.0,1,Finished,25.0,2022,Hungarian Grand Prix,13,Finished
HAM,Mercedes,7.0,2.0,2,Finished,19.0,2022,Hungarian Grand Prix,13,Finished
RUS,Mercedes,1.0,3.0,3,Finished,15.0,2022,Hungarian Grand Prix,13,Finished
SAI,Ferrari,2.0,4.0,4,Finished,12.0,2022,Hungarian Grand Prix,13,Finished
PER,Red Bull Racing,11.0,5.0,5,Finished,10.0,2022,Hungarian Grand Prix,13,Finished
LEC,Ferrari,3.0,6.0,6,Finished,8.0,2022,Hungarian Grand Prix,13,Finished
NOR,McLaren,4.0,7.0,7,Finished,6.0,2022,Hungarian Grand Prix,13,Finished
ALO,Alpine,6.0,8.0,8,+1 Lap,4.0,2022,Hungarian Grand Prix,13,Finished
OCO,Alpine,5.0,9.0,9,+1 Lap,2.0,2022,Hungarian Grand Prix,13,Finished
VET,Aston Martin,18.0,10.0,10,+1 Lap,1.0,2022,Hungarian Grand Prix,13,Finished
STR,Aston Martin,14.0,11.0,11,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
GAS,AlphaTauri,0.0,12.0,12,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
ZHO,Alfa Romeo,12.0,13.0,13,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
MSC,Haas F1 Team,15.0,14.0,14,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
RIC,McLaren,9.0,15.0,15,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
MAG,Haas F1 Team,13.0,16.0,16,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
ALB,Williams,17.0,17.0,17,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
LAT,Williams,19.0,18.0,18,+1 Lap,0.0,2022,Hungarian Grand Prix,13,Finished
TSU,AlphaTauri,16.0,19.0,19,+2 Laps,0.0,2022,Hungarian Grand Prix,13,Finished
BOT,Alfa Romeo,8.0,20.0,20,Power Unit,0.0,2022,Hungarian Grand Prix,13,CarDNF
VER,Red Bull Racing,14.0,1.0,1,Finished,26.0,2022,Belgian Grand Prix,14,Finished
PER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2022,Belgian Grand Prix,14,Finished
SAI,Ferrari,1.0,3.0,3,Finished,15.0,2022,Belgian Grand Prix,14,Finished
RUS,Mercedes,5.0,4.0,4,Finished,12.0,2022,Belgian Grand Prix,14,Finished
ALO,Alpine,3.0,5.0,5,Finished,10.0,2022,Belgian Grand Prix,14,Finished
LEC,Ferrari,15.0,6.0,6,Finished,8.0,2022,Belgian Grand Prix,14,Finished
OCO,Alpine,16.0,7.0,7,Finished,6.0,2022,Belgian Grand Prix,14,Finished
VET,Aston Martin,10.0,8.0,8,Finished,4.0,2022,Belgian Grand Prix,14,Finished
GAS,AlphaTauri,0.0,9.0,9,Finished,2.0,2022,Belgian Grand Prix,14,Finished
ALB,Williams,6.0,10.0,10,Finished,1.0,2022,Belgian Grand Prix,14,Finished
STR,Aston Martin,9.0,11.0,11,Finished,0.0,2022,Belgian Grand Prix,14,Finished
NOR,McLaren,17.0,12.0,12,Finished,0.0,2022,Belgian Grand Prix,14,Finished
TSU,AlphaTauri,0.0,13.0,13,Finished,0.0,2022,Belgian Grand Prix,14,Finished
ZHO,Alfa Romeo,18.0,14.0,14,Finished,0.0,2022,Belgian Grand Prix,14,Finished
RIC,McLaren,7.0,15.0,15,Finished,0.0,2022,Belgian Grand Prix,14,Finished
MAG,Haas F1 Team,12.0,16.0,16,+1 Lap,0.0,2022,Belgian Grand Prix,14,Finished
MSC,Haas F1 Team,19.0,17.0,17,+1 Lap,0.0,2022,Belgian Grand Prix,14,Finished
